trialCount,Test,Reference,A,B,answerKey,userAnswer,nRight,nWrong,r
1,2.1,2.5,2.5,2.1,1,3,0,1,1
2,2.7,2.5,2.5,2.7,3,3,1,1,1
3,2.3,2.5,2.5,2.3,1,3,1,2,1
4,2.7,2.5,2.7,2.5,1,1,2,2,0
5,3.1,2.5,3.1,2.5,1,3,2,3,0
6,3.1,2.5,3.1,2.5,1,1,3,3,0
7,2.7,2.5,2.7,2.5,1,1,4,3,0
8,2.9,2.5,2.9,2.5,1,3,4,4,0
9,1.9,2.5,1.9,2.5,3,3,5,4,0
10,2.3,2.5,2.5,2.3,1,1,6,4,1
11,2.1,2.5,2.1,2.5,3,3,7,4,0
12,3.1,2.5,3.1,2.5,1,1,8,4,0
13,1.9,2.5,1.9,2.5,3,3,9,4,0
14,1.9,2.5,1.9,2.5,3,3,10,4,0
15,2.7,2.5,2.7,2.5,1,1,11,4,0
16,1.9,2.5,1.9,2.5,3,3,12,4,0
17,2.9,2.5,2.9,2.5,1,3,12,5,0
18,1.9,2.5,2.5,1.9,1,1,13,5,1
19,2.9,2.5,2.9,2.5,1,1,14,5,0
20,1.9,2.5,2.5,1.9,1,3,14,6,1
21,1.9,2.5,1.9,2.5,3,1,14,7,0
22,2.3,2.5,2.5,2.3,1,3,14,8,1
23,2.9,2.5,2.5,2.9,3,3,15,8,1
24,2.7,2.5,2.7,2.5,1,1,16,8,0
25,2.3,2.5,2.3,2.5,3,3,17,8,0
26,2.3,2.5,2.5,2.3,1,1,18,8,1
27,2.1,2.5,2.1,2.5,3,3,19,8,0
28,1.9,2.5,2.5,1.9,1,1,20,8,1
29,3.1,2.5,2.5,3.1,3,3,21,8,1
30,3.1,2.5,2.5,3.1,3,3,22,8,1
31,2.1,2.5,2.5,2.1,1,1,23,8,1
32,2.3,2.5,2.5,2.3,1,3,23,9,1
33,3.1,2.5,2.5,3.1,3,3,24,9,1
34,2.3,2.5,2.3,2.5,3,3,25,9,0
35,3.1,2.5,3.1,2.5,1,1,26,9,0
36,2.7,2.5,2.7,2.5,1,3,26,10,0
37,2.3,2.5,2.3,2.5,3,3,27,10,0
38,2.9,2.5,2.5,2.9,3,3,28,10,1
39,2.9,2.5,2.9,2.5,1,1,29,10,0
40,2.1,2.5,2.1,2.5,3,3,30,10,0
41,2.7,2.5,2.5,2.7,3,3,31,10,1
42,1.9,2.5,2.5,1.9,1,3,31,11,1
43,2.1,2.5,2.1,2.5,3,1,31,12,0
44,3.1,2.5,3.1,2.5,1,1,32,12,0
45,2.9,2.5,2.9,2.5,1,1,33,12,0
46,2.9,2.5,2.9,2.5,1,1,34,12,0
47,3.1,2.5,2.5,3.1,3,3,35,12,1
48,2.9,2.5,2.9,2.5,1,3,35,13,0
49,2.1,2.5,2.5,2.1,1,1,36,13,1
50,3.1,2.5,2.5,3.1,3,3,37,13,1
51,2.7,2.5,2.7,2.5,1,1,38,13,0
52,2.1,2.5,2.1,2.5,3,3,39,13,0
53,2.1,2.5,2.5,2.1,1,1,40,13,1
54,2.7,2.5,2.7,2.5,1,1,41,13,0
55,2.3,2.5,2.3,2.5,3,1,41,14,0
56,2.9,2.5,2.5,2.9,3,3,42,14,1
57,1.9,2.5,1.9,2.5,3,3,43,14,0
58,2.3,2.5,2.5,2.3,1,1,44,14,1
59,2.1,2.5,2.5,2.1,1,1,45,14,1
60,2.7,2.5,2.7,2.5,1,1,46,14,0
