trialCount,Test,Reference,A,B,answerKey,userAnswer,nRight,nWrong,r
1,2.7,2.5,2.7,2.5,1,1,1,0,0
2,3.1,2.5,3.1,2.5,1,1,2,0,0
3,2.1,2.5,2.1,2.5,3,3,3,0,0
4,1.9,2.5,2.5,1.9,1,1,4,0,1
5,2.3,2.5,2.3,2.5,3,3,5,0,0
6,1.9,2.5,2.5,1.9,1,1,6,0,1
7,2.9,2.5,2.5,2.9,3,3,7,0,1
8,1.9,2.5,2.5,1.9,1,1,8,0,1
9,3.1,2.5,3.1,2.5,1,1,9,0,0
10,2.1,2.5,2.5,2.1,1,1,10,0,1
11,2.3,2.5,2.3,2.5,3,3,11,0,0
12,2.9,2.5,2.5,2.9,3,3,12,0,1
13,2.1,2.5,2.5,2.1,1,1,13,0,1
14,1.9,2.5,1.9,2.5,3,3,14,0,0
15,2.9,2.5,2.5,2.9,3,3,15,0,1
16,2.7,2.5,2.5,2.7,3,3,16,0,1
17,2.3,2.5,2.5,2.3,1,1,17,0,1
18,3.1,2.5,2.5,3.1,3,3,18,0,1
19,2.1,2.5,2.1,2.5,3,3,19,0,0
20,2.1,2.5,2.5,2.1,1,1,20,0,1
21,3.1,2.5,3.1,2.5,1,1,21,0,0
22,2.7,2.5,2.5,2.7,3,3,22,0,1
23,3.1,2.5,2.5,3.1,3,3,23,0,1
24,2.1,2.5,2.5,2.1,1,1,24,0,1
25,2.9,2.5,2.5,2.9,3,3,25,0,1
26,3.1,2.5,3.1,2.5,1,1,26,0,0
27,2.7,2.5,2.7,2.5,1,1,27,0,0
28,2.1,2.5,2.5,2.1,1,1,28,0,1
29,2.9,2.5,2.9,2.5,1,3,28,1,0
30,2.1,2.5,2.1,2.5,3,3,29,1,0
31,1.9,2.5,2.5,1.9,1,1,30,1,1
32,2.1,2.5,2.5,2.1,1,3,30,2,1
33,3.1,2.5,2.5,3.1,3,3,31,2,1
34,2.3,2.5,2.3,2.5,3,3,32,2,0
35,2.7,2.5,2.7,2.5,1,1,33,2,0
36,2.3,2.5,2.3,2.5,3,1,33,3,0
37,2.9,2.5,2.5,2.9,3,3,34,3,1
38,1.9,2.5,1.9,2.5,3,3,35,3,0
39,2.9,2.5,2.9,2.5,1,1,36,3,0
40,2.1,2.5,2.1,2.5,3,3,37,3,0
41,2.7,2.5,2.5,2.7,3,3,38,3,1
42,3.1,2.5,2.5,3.1,3,3,39,3,1
43,1.9,2.5,2.5,1.9,1,1,40,3,1
44,2.7,2.5,2.5,2.7,3,1,40,4,1
45,2.9,2.5,2.5,2.9,3,3,41,4,1
46,3.1,2.5,2.5,3.1,3,3,42,4,1
47,2.7,2.5,2.7,2.5,1,1,43,4,0
48,1.9,2.5,2.5,1.9,1,1,44,4,1
49,2.3,2.5,2.5,2.3,1,1,45,4,1
50,2.9,2.5,2.5,2.9,3,3,46,4,1
51,1.9,2.5,2.5,1.9,1,3,46,5,1
52,2.3,2.5,2.5,2.3,1,3,46,6,1
53,1.9,2.5,2.5,1.9,1,1,47,6,1
54,2.9,2.5,2.5,2.9,3,3,48,6,1
55,2.7,2.5,2.7,2.5,1,3,48,7,0
56,2.7,2.5,2.5,2.7,3,3,49,7,1
57,3.1,2.5,3.1,2.5,1,1,50,7,0
58,2.3,2.5,2.5,2.3,1,3,50,8,1
59,2.3,2.5,2.5,2.3,1,1,51,8,1
60,2.3,2.5,2.3,2.5,3,3,52,8,0
