trialCount,Test,Reference,A,B,answerKey,userAnswer,nRight,nWrong,r
1,2.3,2.5,2.3,2.5,3,3,1,0,0
2,2.3,2.5,2.5,2.3,1,1,2,0,1
3,2.1,2.5,2.5,2.1,1,1,3,0,1
4,3.1,2.5,2.5,3.1,3,3,4,0,1
5,2.7,2.5,2.7,2.5,1,3,4,1,0
6,2.1,2.5,2.1,2.5,3,3,5,1,0
7,2.7,2.5,2.5,2.7,3,3,6,1,1
8,1.9,2.5,1.9,2.5,3,1,6,2,0
9,3.1,2.5,2.5,3.1,3,3,7,2,1
10,2.9,2.5,2.5,2.9,3,3,8,2,1
11,3.1,2.5,3.1,2.5,1,1,9,2,0
12,2.9,2.5,2.5,2.9,3,3,10,2,1
13,2.7,2.5,2.7,2.5,1,3,10,3,0
14,1.9,2.5,2.5,1.9,1,3,10,4,1
15,2.3,2.5,2.5,2.3,1,1,11,4,1
16,3.1,2.5,2.5,3.1,3,3,12,4,1
17,2.1,2.5,2.5,2.1,1,3,12,5,1
18,3.1,2.5,2.5,3.1,3,3,13,5,1
19,1.9,2.5,2.5,1.9,1,1,14,5,1
20,2.9,2.5,2.9,2.5,1,3,14,6,0
21,1.9,2.5,2.5,1.9,1,3,14,7,1
22,3.1,2.5,3.1,2.5,1,3,14,8,0
23,2.9,2.5,2.9,2.5,1,1,15,8,0
24,2.1,2.5,2.5,2.1,1,1,16,8,1
25,1.9,2.5,2.5,1.9,1,3,16,9,1
26,2.3,2.5,2.5,2.3,1,3,16,10,1
27,2.3,2.5,2.5,2.3,1,1,17,10,1
28,2.3,2.5,2.3,2.5,3,3,18,10,0
29,1.9,2.5,1.9,2.5,3,3,19,10,0
30,1.9,2.5,1.9,2.5,3,3,20,10,0
31,2.1,2.5,2.5,2.1,1,1,21,10,1
32,1.9,2.5,2.5,1.9,1,1,22,10,1
33,2.7,2.5,2.7,2.5,1,3,22,11,0
34,2.1,2.5,2.5,2.1,1,3,22,12,1
35,2.9,2.5,2.9,2.5,1,3,22,13,0
36,2.3,2.5,2.5,2.3,1,3,22,14,1
37,3.1,2.5,2.5,3.1,3,3,23,14,1
38,3.1,2.5,3.1,2.5,1,1,24,14,0
39,2.1,2.5,2.1,2.5,3,3,25,14,0
40,2.9,2.5,2.5,2.9,3,3,26,14,1
41,2.9,2.5,2.5,2.9,3,3,27,14,1
42,3.1,2.5,3.1,2.5,1,1,28,14,0
43,2.9,2.5,2.5,2.9,3,3,29,14,1
44,2.9,2.5,2.5,2.9,3,3,30,14,1
45,2.3,2.5,2.3,2.5,3,3,31,14,0
46,2.1,2.5,2.5,2.1,1,3,31,15,1
47,1.9,2.5,1.9,2.5,3,3,32,15,0
48,1.9,2.5,1.9,2.5,3,3,33,15,0
49,3.1,2.5,2.5,3.1,3,3,34,15,1
50,2.1,2.5,2.5,2.1,1,1,35,15,1
51,2.9,2.5,2.9,2.5,1,3,35,16,0
52,2.3,2.5,2.5,2.3,1,3,35,17,1
53,2.7,2.5,2.7,2.5,1,3,35,18,0
54,2.7,2.5,2.7,2.5,1,3,35,19,0
55,2.7,2.5,2.5,2.7,3,3,36,19,1
56,2.1,2.5,2.1,2.5,3,3,37,19,0
57,2.7,2.5,2.7,2.5,1,3,37,20,0
58,2.3,2.5,2.3,2.5,3,3,38,20,0
59,2.7,2.5,2.5,2.7,3,3,39,20,1
60,2.7,2.5,2.5,2.7,3,1,39,21,1
