lose serial monitor and start calibration.py
47,1,-22.50
48,1,-22.50
49,1,-22.50
50,1,-22.50
51,1,-22.50
52,1,-22.50
53,1,-22.50
54,1,-22.50
55,1,-22.50
56,1,-22.50
57,859,-22.50
58,861,8.88
59,863,2.02
60,913,2.11
61,836,-0.18
62,836,-0.26
63,832,-0.26
64,825,0.00
65,808,0.09
66,804,0.18
67,786,0.53
68,786,0.53
69,767,0.88
70,764,1.05
71,748,1.49
72,748,1.32
73,743,1.76
74,737,1.93
75,708,2.29
76,703,2.72
77,691,3.08
78,680,3.69
79,693,3.96
80,657,4.39
81,650,4.75
82,644,4.48
-1
266
ZERO_FORCE = 266
305
USER_MIN_FORCE_DATA = 305
68
USER_MAX_FORCE_DATA = 68
80
USER_MIN_ACTUATOR_COMMAND = 80
68
USER_MAX_ACTUATOR_COMMAND = 68
80
USER_MIN_ACTUATOR_AVG = 80
