trialCount,Test,Reference,A,B,answerKey,userAnswer,nRight,nWrong,r
1,3.7,4,4,3.7,1,1,1,0,1
2,3.1,4,3.1,4,3,3,2,0,0
3,3.4,4,3.4,4,3,3,3,0,0
4,3.4,4,4,3.4,1,1,4,0,1
5,3.4,4,4,3.4,1,3,4,1,1
6,3.7,4,4,3.7,1,1,5,1,1
7,3.7,4,4,3.7,1,3,5,2,1
8,4.6,4,4.6,4,1,1,6,2,0
9,4.3,4,4.3,4,1,1,7,2,0
10,3.4,4,4,3.4,1,1,8,2,1
11,3.7,4,4,3.7,1,3,8,3,1
12,3.1,4,3.1,4,3,3,9,3,0
13,4.9,4,4,4.9,3,3,10,3,1
14,4.6,4,4,4.6,3,1,10,4,1
15,3.1,4,4,3.1,1,1,11,4,1
16,4.6,4,4,4.6,3,3,12,4,1
17,4.9,4,4,4.9,3,1,12,5,1
18,3.1,4,3.1,4,3,3,13,5,0
19,3.7,4,3.7,4,3,1,13,6,0
20,4.3,4,4.3,4,1,3,13,7,0
21,3.7,4,4,3.7,1,1,14,7,1
22,4.3,4,4,4.3,3,3,15,7,1
23,3.4,4,4,3.4,1,1,16,7,1
24,3.4,4,3.4,4,3,1,16,8,0
25,3.4,4,3.4,4,3,3,17,8,0
26,4.3,4,4,4.3,3,3,18,8,1
27,4.3,4,4.3,4,1,1,19,8,0
28,3.1,4,4,3.1,1,3,19,9,1
29,3.1,4,3.1,4,3,1,19,10,0
30,3.1,4,3.1,4,3,3,20,10,0
31,4.6,4,4.6,4,1,3,20,11,0
32,4.6,4,4,4.6,3,1,20,12,1
33,3.4,4,3.4,4,3,1,20,13,0
34,4.3,4,4.3,4,1,1,21,13,0
35,3.4,4,4,3.4,1,1,22,13,1
36,4.9,4,4,4.9,3,3,23,13,1
37,4.6,4,4,4.6,3,3,24,13,1
38,4.6,4,4.6,4,1,3,24,14,0
39,4.6,4,4.6,4,1,1,25,14,0
40,4.3,4,4.3,4,1,3,25,15,0
41,3.7,4,3.7,4,3,1,25,16,0
42,4.6,4,4.6,4,1,1,26,16,0
43,3.4,4,4,3.4,1,1,27,16,1
44,4.9,4,4.9,4,1,1,28,16,0
45,4.6,4,4,4.6,3,3,29,16,1
46,3.7,4,3.7,4,3,3,30,16,0
47,4.3,4,4,4.3,3,3,31,16,1
48,4.9,4,4,4.9,3,3,32,16,1
49,4.3,4,4,4.3,3,1,32,17,1
50,4.9,4,4,4.9,3,3,33,17,1
51,3.1,4,3.1,4,3,3,34,17,0
52,4.3,4,4,4.3,3,3,35,17,1
53,4.9,4,4,4.9,3,3,36,17,1
54,4.9,4,4,4.9,3,3,37,17,1
55,3.1,4,4,3.1,1,1,38,17,1
56,3.1,4,3.1,4,3,1,38,18,0
57,3.7,4,3.7,4,3,3,39,18,0
58,4.9,4,4,4.9,3,3,40,18,1
59,3.7,4,3.7,4,3,3,41,18,0
60,4.9,4,4.9,4,1,3,41,19,0
