Calibrated. Please click the button to move on.
16941137,3212,69,0,-1,16941748,16941884
16941894,3212,69,0,-1,16942501,16942639
16942648,3212,69,0,-1,16943255,16943390
16943399,3212,69,0,-1,16944007,16944144
16944153,3212,69,0,-1,16944761,16944898
16944908,3212,69,0,-1,16945515,16945649
16945659,3212,69,0,-1,16946266,16946403
16946413,3212,69,0,-1,16947020,16947154
16947167,3212,69,0,-1,16947761,16947896
16947906,3212,69,0,-1,16948513,16948651
16948660,3163,69,0,-1,16949267,16949402
16949414,3163,69,0,-1,16950022,16950156
16950166,3163,69,0,-1,16950773,16950911
16950920,3163,69,0,-1,16951527,16951662
16951671,3163,69,0,-1,16952278,16952416
16952425,3163,69,0,-1,16953040,16953177
16953187,3163,69,0,-1,16953794,16953928
16953938,3163,69,0,-1,16954545,16954683
16954692,3163,69,0,-1,16955299,16955438
16955447,3163,69,0,-1,16956055,16956190
16956199,3163,69,0,-1,16956806,16956943
16956953,3163,69,0,-1,16957560,16957695
16957707,3163,69,0,-1,16958284,16958419
16958430,3177,69,0,-1,16959037,16959175
16959184,3177,69,0,-1,16959791,16959926
16959938,3177,69,0,-1,16960547,16960682
16960691,3177,69,0,-1,16961298,16961438
16961447,3177,69,0,-1,16962054,16962189
16962198,3177,69,0,-1,16962805,16962943
16962952,3177,69,0,-1,16963559,16963697
16963706,3177,69,0,-1,16964314,16964450
16964459,3177,69,0,-1,16965067,16965204
16965214,3177,69,0,-1,16965821,16965955
16965968,3177,69,0,-1,16966575,16966710
16966719,3177,69,0,-1,16967326,16967465
16967475,3177,69,0,-1,16968068,16968203
16968215,3203,69,0,-1,16968816,16968951
16968960,3203,69,0,-1,16969567,16969705
16969714,3203,69,0,-1,16970322,16970458
16970467,3203,69,0,-1,16971075,16971212
16971221,3203,69,0,-1,16971829,16971966
16971976,3203,69,0,-1,16972583,16972717
16972727,3203,69,0,-1,16973333,16973472
16973482,3203,69,0,-1,16974089,16974227
16974236,3203,69,0,-1,16974843,16974978
16974987,3203,69,0,-1,16975594,16975732
16975741,3203,69,0,-1,16976348,16976484
16976497,3203,69,0,-1,16977103,16977238
16977248,3203,69,0,-1,16977855,16977992
16978002,3203,69,0,-1,16978583,16978717
16978729,3154,69,0,-1,16979337,16979473
16979482,3154,69,0,-1,16980090,16980227
16980236,3154,69,0,-1,16980844,16980978
16980988,3154,69,0,-1,16981595,16981733
16981742,3154,69,0,-1,16982349,16982489
16982498,3154,69,0,-1,16983106,16983240
16983250,3154,69,0,-1,16983857,16983994
16984004,3154,69,0,-1,16984611,16984748
16984759,3154,69,0,-1,16985366,16985502
16985512,3154,69,0,-1,16986119,16986257
16986266,3154,69,1,-1,16986873,16987008
16987020,3154,69,0,-1,16987627,16987762
16987772,3154,69,0,-1,16988359,16988501
16988510,3141,69,0,-1,16989116,16989251
16989261,3141,69,0,-1,16989869,16990005
16990015,3141,69,0,-1,16990622,16990760
16990769,3141,69,0,-1,16991376,16991512
16991522,3141,69,0,-1,16992129,16992267
16992276,3141,69,0,-1,16992883,16993021
16993031,3141,69,0,-1,16993638,16993773
16993782,3141,69,0,-1,16994389,16994529
16994538,3141,69,0,-1,16995145,16995280
16995292,3141,69,0,-1,16995900,16996035
16996044,3141,69,0,-1,16996652,16996789
16996799,3141,69,0,-1,16997406,16997543
16997555,3141,69,0,-1,16998162,16998297
16998306,3141,69,0,-1,16998893,16999030
16999040,3154,69,0,-1,16999647,16999783
16999793,3154,69,0,-1,17000400,17000539
17000548,3154,69,0,-1,17001155,17001293
17001302,3154,69,0,-1,17001909,17002044
17002054,3154,69,0,-1,17002661,17002798
17002808,3154,69,0,-1,17003408,17003547
17003557,3154,69,0,-1,17004164,17004299
17004308,3154,69,0,-1,17004915,17005053
17005062,3154,69,0,-1,17005670,17005804
17005816,3154,69,0,-1,17006424,17006560
17006569,3154,69,0,-1,17007176,17007314
17007323,3154,69,0,-1,17007930,17008065
17008077,3154,69,0,-1,17008667,17008802
17008811,3043,68,0,-1,17009419,17009558
17009567,3043,68,0,-1,17010174,17010309
17010318,3043,68,0,-1,17010925,17011063
17011072,3043,68,0,-1,17011679,17011817
17011826,3043,68,0,-1,17012433,17012568
17012577,3043,68,0,-1,17013184,17013322
17013331,3043,68,0,-1,17013938,17014073
17014086,3043,68,0,-1,17014692,17014828
17014838,3043,68,0,-1,17015445,17015583
17015592,3043,68,0,-1,17016199,17016333
17016346,3043,68,0,-1,17016953,17017088
17017097,3043,68,0,-1,17017704,17017842
17017851,3043,68,0,-1,17018458,17018593
17018602,3043,68,0,-1,17019195,17019332
17019342,3203,69,0,-1,17019949,17020086
17020096,3203,69,0,-1,17020703,17020838
17020847,3203,69,0,-1,17021454,17021592
17021601,3203,69,0,-1,17022208,17022346
17022355,3203,69,0,-1,17022962,17023097
17023107,3203,69,0,-1,17023714,17023852
17023861,3203,69,0,-1,17024468,17024603
17024615,3203,69,0,-1,17025222,17025357
17025366,3203,69,0,-1,17025974,17026112
17026121,3203,69,0,-1,17026728,17026863
17026875,3203,69,0,-1,17027482,17027617
17027626,3203,69,0,-1,17028233,17028370
17028380,3203,69,0,-1,17028958,17029093
17029102,3132,69,0,-1,17029710,17029851
17029860,3132,69,0,-1,17030467,17030605
17030614,3132,69,0,-1,17031221,17031356
17031365,3132,69,0,-1,17031972,17032110
17032119,3132,69,0,-1,17032726,17032862
17032873,3132,69,0,-1,17033480,17033615
17033624,3132,69,1,-1,17034231,17034369
17034378,3132,69,0,-1,17034985,17035120
17035132,3132,69,0,-1,17035739,17035874
17035883,3132,69,0,-1,17036490,17036628
17036637,3132,69,1,-1,17037244,17037379
17037389,3132,69,0,-1,17037997,17038133
17038142,3132,69,0,-1,17038744,17038881
17038891,3132,69,0,-1,17039484,17039619
