Calibrated. Please click the button to move on.
14559996,4225,77,1,-1,14560459,14560461,14560606,14560789
14560799,4225,77,1,-1,14561262,14561263,14561404,14561590
14561600,4225,77,1,-1,14562063,14562064,14562206,14562392
14562401,4225,77,1,-1,14562864,14562866,14563007,14563193
14563202,4225,77,1,-1,14563651,14563653,14563787,14563975
14563985,4234,77,1,-1,14564447,14564448,14564590,14564776
14564785,4234,77,1,-1,14565249,14565250,14565391,14565578
14565587,4234,77,1,-1,14566050,14566052,14566192,14566379
14566388,4234,77,1,-1,14566851,14566853,14566994,14567181
14567190,4234,77,1,-1,14567653,14567655,14567795,14567983
14567993,4234,77,1,-1,14568456,14568457,14568599,14568782
14568795,4234,77,1,-1,14569258,14569259,14569400,14569583
14569595,4234,77,1,-1,14570059,14570060,14570201,14570385
14570394,4234,77,1,-1,14570858,14570859,14571000,14571186
14571196,4234,77,1,-1,14571659,14571660,14571802,14571989
14571999,4234,77,1,-1,14572462,14572464,14572604,14572791
14572800,4234,77,1,-1,14573263,14573265,14573406,14573592
14573602,4234,77,1,-1,14574043,14574045,14574178,14574364
14574374,4194,76,1,-1,14574837,14574839,14574980,14575166
14575176,4194,76,1,-1,14575639,14575641,14575781,14575970
14575979,4194,76,1,-1,14576443,14576444,14576585,14576772
14576781,4194,76,1,-1,14577245,14577246,14577387,14577573
14577583,4194,76,1,-1,14578046,14578048,14578189,14578375
14578384,4194,76,1,-1,14578848,14578849,14578990,14579174
14579187,4194,76,1,-1,14579650,14579652,14579793,14579979
14579992,4194,76,1,-1,14580455,14580457,14580598,14580781
14580791,4194,76,1,-1,14581254,14581256,14581397,14581583
14581593,4194,76,1,-1,14582056,14582058,14582199,14582385
14582394,4194,76,1,-1,14582858,14582859,14583001,14583187
14583196,4194,76,1,-1,14583660,14583661,14583797,14583985
14583994,4194,76,1,-1,14584444,14584445,14584587,14584773
14584783,4185,76,1,-1,14585246,14585248,14585389,14585575
14585585,4185,76,1,-1,14586048,14586050,14586191,14586377
14586386,4185,76,1,-1,14586850,14586851,14586993,14587179
14587188,4185,76,1,-1,14587652,14587653,14587795,14587983
14587992,4185,76,1,-1,14588456,14588457,14588598,14588785
14588794,4185,76,1,-1,14589257,14589258,14589400,14589584
14589596,4185,76,1,-1,14590059,14590061,14590202,14590386
14590397,4185,76,1,-1,14590861,14590862,14591003,14591187
14591196,4185,76,1,-1,14591660,14591661,14591802,14591990
14592000,4185,76,1,-1,14592463,14592464,14592605,14592792
14592801,4185,76,1,-1,14593265,14593266,14593407,14593593
14593602,4185,76,1,-1,14594058,14594059,14594193,14594379
14594388,4056,75,1,-1,14594852,14594853,14594994,14595181
14595190,4056,75,1,-1,14595654,14595655,14595796,14595984
14595994,4056,75,1,-1,14596457,14596458,14596599,14596786
14596795,4056,75,1,-1,14597258,14597260,14597401,14597587
14597597,4056,75,1,-1,14598060,14598062,14598203,14598389
14598399,4056,75,1,-1,14598862,14598863,14599005,14599191
14599200,4056,75,1,-1,14599663,14599665,14599806,14599991
14600004,4056,75,1,-1,14600467,14600468,14600610,14600793
14600805,4056,75,1,-1,14601269,14601270,14601411,14601595
14601604,4056,75,1,-1,14602067,14602069,14602210,14602396
14602406,4056,75,1,-1,14602869,14602870,14603012,14603198
14603207,4056,75,1,-1,14603671,14603672,14603813,14604002
14604011,4056,75,1,-1,14604454,14604455,14604596,14604782
14604792,4172,76,1,-1,14605257,14605258,14605399,14605586
14605595,4172,76,1,-1,14606059,14606060,14606202,14606388
14606397,4172,76,1,-1,14606861,14606862,14607004,14607190
14607199,4172,76,1,-1,14607663,14607664,14607805,14607993
14608003,4172,76,1,-1,14608469,14608470,14608609,14608795
14608805,4172,76,1,-1,14609272,14609273,14609414,14609598
14609609,4172,76,1,-1,14610073,14610074,14610215,14610399
14610411,4172,76,1,-1,14610874,14610876,14611017,14611200
14611211,4172,76,1,-1,14611674,14611676,14611817,14612004
14612013,4172,76,1,-1,14612477,14612478,14612620,14612806
14612815,4172,76,1,-1,14613279,14613280,14613422,14613608
14613617,4172,76,1,-1,14614074,14614075,14614210,14614396
14614405,4172,76,1,-1,14614860,14614862,14615004,14615190
14615199,4229,77,1,-1,14615662,14615664,14615804,14615992
14616002,4229,77,1,-1,14616465,14616467,14616608,14616794
14616803,4229,77,1,-1,14617267,14617268,14617409,14617596
14617605,4229,77,1,-1,14618068,14618070,14618211,14618397
14618406,4229,77,1,-1,14618870,14618871,14619012,14619198
14619208,4229,77,1,-1,14619671,14619672,14619813,14619999
14620011,4229,77,1,-1,14620474,14620476,14620617,14620800
14620812,4229,77,1,-1,14621276,14621277,14621418,14621601
14621611,4229,77,1,-1,14622074,14622075,14622217,14622403
14622412,4229,77,1,-1,14622876,14622877,14623019,14623205
14623214,4229,77,1,-1,14623678,14623679,14623821,14624007
14624017,4229,77,1,-1,14624458,14624460,14624593,14624779
14624788,4207,76,1,-1,14625252,14625253,14625395,14625581
14625590,4207,76,1,-1,14626054,14626055,14626196,14626383
14626392,4207,76,1,-1,14626856,14626857,14626998,14627185
14627194,4207,76,1,-1,14627658,14627659,14627800,14627988
14627998,4207,76,1,-1,14628461,14628463,14628604,14628790
14628800,4207,76,1,-1,14629263,14629265,14629406,14629592
14629601,4207,76,1,-1,14630065,14630066,14630207,14630391
14630403,4207,76,1,-1,14630867,14630868,14631009,14631193
14631205,4207,76,1,-1,14631669,14631670,14631811,14631996
14632006,4207,76,1,-1,14632470,14632471,14632613,14632799
14632808,4207,76,1,-1,14633272,14633273,14633414,14633601
14633610,4207,76,1,-1,14634074,14634075,14634216,14634402
14634411,4207,76,1,-1,14634854,14634856,14634997,14635184
14635193,4172,76,1,-1,14635657,14635658,14635799,14635987
14635996,4172,76,1,-1,14636460,14636461,14636603,14636789
14636798,4172,76,1,-1,14637262,14637263,14637405,14637590
14637600,4172,76,1,-1,14638063,14638065,14638205,14638392
14638401,4172,76,1,-1,14638865,14638866,14639007,14639193
14639203,4172,76,1,-1,14639665,14639666,14639808,14639996
14640006,4172,76,1,-1,14640469,14640470,14640612,14640795
14640807,4172,76,1,-1,14641271,14641272,14641414,14641597
14641609,4172,76,1,-1,14642073,14642074,14642215,14642399
14642408,4172,76,1,-1,14642872,14642873,14643015,14643201
14643210,4172,76,1,-1,14643674,14643675,14643817,14644005
14644014,4172,76,1,-1,14644471,14644472,14644607,14644793
14644804,4229,77,1,-1,14645266,14645267,14645409,14645595
14645604,4229,77,1,-1,14646068,14646069,14646210,14646396
14646406,4229,77,1,-1,14646869,14646870,14647012,14647198
14647208,4229,77,1,-1,14647671,14647672,14647814,14648002
14648011,4229,77,1,-1,14648475,14648476,14648617,14648804
14648813,4229,77,1,-1,14649276,14649278,14649418,14649605
14649614,4229,77,1,-1,14650077,14650079,14650220,14650406
14650415,4229,77,1,-1,14650879,14650880,14651021,14651205
14651217,4229,77,1,-1,14651680,14651681,14651822,14652006
14652018,4229,77,1,-1,14652482,14652483,14652624,14652808
14652817,4229,77,1,-1,14653282,14653284,14653425,14653611
14653620,4229,77,1,-1,14654084,14654085,14654226,14654413
14654422,4229,77,1,-1,14654864,14654865,14654998,14655185
14655194,4185,76,1,-1,14655658,14655659,14655800,14655989
14655998,4185,76,1,-1,14656462,14656463,14656605,14656791
14656800,4185,76,1,-1,14657264,14657265,14657406,14657592
14657602,4185,76,1,-1,14658065,14658067,14658208,14658394
14658403,4185,76,1,-1,14658867,14658868,14659010,14659196
14659205,4185,76,1,-1,14659669,14659670,14659812,14660000
14660009,4185,76,1,-1,14660473,14660474,14660616,14660800
14660811,4185,76,1,-1,14661275,14661276,14661417,14661601
14661613,4185,76,1,-1,14662076,14662078,14662219,14662402
14662413,4185,76,1,-1,14662876,14662878,14663019,14663204
14663213,4185,76,1,-1,14663677,14663678,14663820,14664007
14664016,4185,76,1,-1,14664480,14664481,14664624,14664811
14664823,4185,76,1,-1,14665271,14665273,14665414,14665600
14665609,4256,77,1,-1,14666073,14666074,14666215,14666401
14666411,4256,77,1,-1,14666874,14666875,14667017,14667203
14667212,4256,77,1,-1,14667675,14667677,14667820,14668006
14668016,4256,77,1,-1,14668479,14668480,14668622,14668808
14668819,4256,77,1,-1,14669282,14669284,14669425,14669611
14669621,4256,77,1,-1,14670083,14670085,14670227,14670413
14670423,4256,77,1,-1,14670886,14670887,14671028,14671212
14671224,4256,77,1,-1,14671687,14671689,14671830,14672014
14672026,4256,77,1,-1,14672490,14672491,14672632,14672816
14672827,4256,77,1,-1,14673291,14673292,14673433,14673620
14673629,4256,77,1,-1,14674092,14674094,14674235,14674421
14674431,4256,77,1,-1,14674880,14674882,14675015,14675201
14675211,4078,76,1,-1,14675674,14675676,14675816,14676005
14676014,4078,76,1,-1,14676477,14676479,14676619,14676806
14676815,4078,76,1,-1,14677280,14677281,14677422,14677608
14677618,4078,76,1,-1,14678081,14678082,14678223,14678410
14678419,4078,76,1,-1,14678882,14678884,14679025,14679211
14679220,4078,76,1,-1,14679684,14679685,14679828,14680015
14680024,4078,76,1,-1,14680487,14680489,14680630,14680816
14680827,4078,76,1,-1,14681291,14681292,14681434,14681617
14681629,4078,76,1,-1,14682092,14682094,14682235,14682418
14682430,4078,76,1,-1,14682894,14682895,14683036,14683220
14683229,4078,76,1,-1,14683693,14683694,14683835,14684022
14684031,4078,76,1,-1,14684495,14684496,14684637,14684827
14684836,4078,76,1,-1,14685278,14685279,14685415,14685601
14685610,4212,77,1,-1,14686074,14686075,14686217,14686403
14686412,4212,77,1,-1,14686876,14686877,14687018,14687204
14687214,4212,77,1,-1,14687677,14687678,14687820,14688006
14688015,4212,77,1,-1,14688479,14688480,14688621,14688807
14688817,4212,77,1,-1,14689282,14689283,14689424,14689611
14689620,4212,77,1,-1,14690089,14690091,14690232,14690418
14690428,4212,77,1,-1,14690891,14690892,14691033,14691219
14691229,4212,77,1,-1,14691692,14691694,14691835,14692019
14692031,4212,77,1,-1,14692495,14692496,14692637,14692822
14692834,4212,77,1,-1,14693298,14693299,14693440,14693624
14693633,4212,77,1,-1,14694097,14694098,14694239,14694425
14694434,4212,77,1,-1,14694905,14694906,14695042,14695228
14695237,4212,77,1,-1,14695692,14695693,14695836,14696022
14696032,4252,77,1,-1,14696495,14696496,14696637,14696825
14696835,4252,77,1,-1,14697298,14697299,14697441,14697627
14697636,4252,77,1,-1,14698100,14698101,14698242,14698428
14698438,4252,77,1,-1,14698901,14698903,14699044,14699230
14699240,4252,77,1,-1,14699703,14699705,14699846,14700033
14700042,4252,77,1,-1,14700505,14700507,14700647,14700836
14700845,4252,77,1,-1,14701309,14701310,14701451,14701638
14701647,4252,77,1,-1,14702111,14702112,14702253,14702437
14702449,4252,77,1,-1,14702913,14702914,14703056,14703239
14703251,4252,77,1,-1,14703714,14703716,14703857,14704041
14704050,4252,77,1,-1,14704514,14704515,14704656,14704846
14704855,4252,77,1,-1,14705297,14705298,14705432,14705618
14705627,4207,76,1,-1,14706091,14706092,14706233,14706419
14706429,4207,76,1,-1,14706892,14706894,14707035,14707221
14707231,4207,76,1,-1,14707694,14707696,14707837,14708023
14708033,4207,76,1,-1,14708496,14708498,14708639,14708827
14708837,4207,76,1,-1,14709300,14709301,14709442,14709629
14709638,4207,76,1,-1,14710102,14710103,14710244,14710430
