trialCount,Test,Reference,A,B,answerKey,userAnswer,reversals,graphIcon,nRight,nWrong,r
1,3.25,4,4,3.25,1,1,1,0,1
2,3.5,4,4,3.5,1,1,2,0,1
3,3.5,4,4,3.5,1,1,3,0,1
4,4.5,4,4,4.5,3,3,4,0,1
5,4.25,4,4.25,4,1,1,5,0,0
6,4.5,4,4,4.5,3,3,6,0,1
7,4.5,4,4,4.5,3,1,6,1,1
8,4.25,4,4.25,4,1,1,7,1,0
9,3.25,4,3.25,4,3,3,8,1,0
10,4.75,4,4.75,4,1,1,9,1,0
11,3.25,4,4,3.25,1,1,10,1,1
12,3.75,4,4,3.75,1,1,11,1,1
13,3.75,4,3.75,4,3,1,11,2,0
14,4.75,4,4.75,4,1,3,11,3,0
15,4.25,4,4.25,4,1,1,12,3,0
16,4.5,4,4,4.5,3,3,13,3,1
17,4.5,4,4.5,4,1,1,14,3,0
18,3.75,4,3.75,4,3,3,15,3,0
