trialCount,Test,Reference,A,B,answerKey,userAnswer,nRight,nWrong,r
1,2.7,2.5,2.5,2.7,3,3,1,0,1
2,2.9,2.5,2.9,2.5,1,1,2,0,0
3,2.7,2.5,2.5,2.7,3,3,3,0,1
4,2.1,2.5,2.5,2.1,1,1,4,0,1
5,1.9,2.5,2.5,1.9,1,3,4,1,1
6,2.7,2.5,2.5,2.7,3,3,5,1,1
7,2.9,2.5,2.9,2.5,1,1,6,1,0
8,2.3,2.5,2.3,2.5,3,3,7,1,0
9,3.1,2.5,3.1,2.5,1,1,8,1,0
10,1.9,2.5,1.9,2.5,3,1,8,2,0
11,2.7,2.5,2.7,2.5,1,3,8,3,0
12,1.9,2.5,1.9,2.5,3,3,9,3,0
13,2.1,2.5,2.1,2.5,3,1,9,4,0
14,2.3,2.5,2.3,2.5,3,3,10,4,0
15,1.9,2.5,2.5,1.9,1,3,10,5,1
16,2.7,2.5,2.7,2.5,1,1,11,5,0
17,2.3,2.5,2.3,2.5,3,1,11,6,0
18,1.9,2.5,1.9,2.5,3,3,12,6,0
19,1.9,2.5,2.5,1.9,1,3,12,7,1
20,2.3,2.5,2.5,2.3,1,3,12,8,1
21,3.1,2.5,2.5,3.1,3,3,13,8,1
22,3.1,2.5,2.5,3.1,3,3,14,8,1
23,3.1,2.5,2.5,3.1,3,1,14,9,1
24,1.9,2.5,2.5,1.9,1,1,15,9,1
25,3.1,2.5,3.1,2.5,1,1,16,9,0
26,2.7,2.5,2.5,2.7,3,1,16,10,1
27,2.1,2.5,2.1,2.5,3,3,17,10,0
28,1.9,2.5,2.5,1.9,1,3,17,11,1
29,2.3,2.5,2.5,2.3,1,3,17,12,1
30,2.3,2.5,2.3,2.5,3,3,18,12,0
31,2.3,2.5,2.3,2.5,3,3,19,12,0
32,3.1,2.5,2.5,3.1,3,3,20,12,1
33,2.3,2.5,2.3,2.5,3,1,20,13,0
34,2.1,2.5,2.5,2.1,1,1,21,13,1
35,2.9,2.5,2.9,2.5,1,1,22,13,0
36,3.1,2.5,2.5,3.1,3,1,22,14,1
37,2.1,2.5,2.1,2.5,3,3,23,14,0
38,3.1,2.5,2.5,3.1,3,3,24,14,1
39,2.9,2.5,2.5,2.9,3,1,24,15,1
40,1.9,2.5,1.9,2.5,3,1,24,16,0
41,2.9,2.5,2.9,2.5,1,3,24,17,0
42,2.7,2.5,2.7,2.5,1,1,25,17,0
43,2.9,2.5,2.5,2.9,3,3,26,17,1
44,2.1,2.5,2.5,2.1,1,3,26,18,1
45,2.9,2.5,2.9,2.5,1,1,27,18,0
46,3.1,2.5,2.5,3.1,3,3,28,18,1
47,2.7,2.5,2.7,2.5,1,1,29,18,0
48,2.1,2.5,2.5,2.1,1,1,30,18,1
49,2.9,2.5,2.9,2.5,1,1,31,18,0
50,3.1,2.5,3.1,2.5,1,3,31,19,0
51,2.9,2.5,2.9,2.5,1,1,32,19,0
52,2.7,2.5,2.7,2.5,1,1,33,19,0
53,2.1,2.5,2.1,2.5,3,1,33,20,0
54,2.3,2.5,2.5,2.3,1,1,34,20,1
55,2.7,2.5,2.7,2.5,1,3,34,21,0
56,1.9,2.5,1.9,2.5,3,3,35,21,0
57,2.9,2.5,2.9,2.5,1,1,36,21,0
58,2.3,2.5,2.3,2.5,3,3,37,21,0
59,2.1,2.5,2.5,2.1,1,1,38,21,1
60,2.1,2.5,2.1,2.5,3,3,39,21,0
